;id;id_original;data_set_original;data_set;ano;data;region;soil.classes;textura;local;SRC;EPGS;X;id_original.1;coord_x;coord_y;geology;landuse_field;clay;silt;sand;top;bottom;DC;WCc;WCt;twi;lulc_mapbiomas;bio12c2;bio15c2;bio1c2;bio3c2;bio7c2;rKao;rGoe;rHem;Organics_1;Organics_2;Organics_3;Organics_4;Organics_5;Organics_6;Organics_7;Organics_8;Organics_9;Organics_10;Organics_11;Organics_12;Organics_13;Organics_14;Organics_15;Organics_16;Organics_17;Organics_18;Organics_19;Organics_20;Organics_21;Organics_22;Organics_23;Organics_24;Water_25;Water_26;Water_27;Water_28;Water_29;Hydroxyl_30;Hydroxyl_31;Hydroxyl_32
307;25;12;BD7;BD3;2016;12/12/2016;R3;RR;argilosa;gateados;wgs84;EPSG:4326;NA;12;-50.82292773;-27.94524936;BV;FP;56;33;11;0;20;3.59;3.36;3.32;10.61648464;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.036170551;0.013824922;0.004678842;0;0.02817746;0.032386979;0.024929856;0.025701675;0.067308505;0.031530533;0;0;0.020812705;0.018872027;0.033582939;0.02884668;0.074700289;0.031539624;0.020481237;0.015286025;0.024137931;0;0.480751722;0.228563896;0.019382247;0.014396993;0.043932076;0.218108504;0.022755703;0.023944782;0.026027228;0.031360873;0.01753651;0.031608697;0.030617697
308;27;13;BD7;BD3;2016;12/12/2016;R3;GX;argilosa;gateados;wgs84;EPSG:4326;NA;13;-50.82469772;-27.94513427;BV;FP;41;41;18;0;20;3.73;3.54;3.41;10.40624619;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.038643492;0.007142959;0.002403582;0.006782218;0.018094206;0.031755404;0.022136674;0.022858594;0.069704059;0.032536192;0;0;0.02066428;0.021818651;0.024722507;0.02213657;0.079855599;0.020563317;0.019974686;0.018326424;0.020960835;0;0.420299015;0.371042344;0.033167198;0.007904349;0.045053733;0.201802544;0.026383524;0.018494814;0.02510827;0.025799266;0.021913157;0.024334092;0.040855646
309;29;14;BD7;BD3;2016;12/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;14;-50.82444373;-27.94504367;BV;FP;54;28;18;0;20;5.7;4.23;5.21;10.40624619;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.015306902;0.005605142;0.001720348;0;0.033223986;0.041393797;0.029295199;0.022546394;0.065267357;0.038753614;0.012516771;0;0.023051625;0.024678006;0.034851118;0.036134281;0.098646668;0.019332176;0.026262001;0.027864499;0.079315356;0.012516771;0.333659366;0.355831569;0.036438385;0.010560319;0.03022452;0.199786408;0.026991674;0.022334988;0.028828452;0.031359851;0.020988208;0.031715299;0.058272595
310;31;15;BD7;BD3;2016;12/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;15;-50.82159764;-27.94490461;BV;FP;58;31;11;0;20;6.67;5.28;5.98;10.56910706;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.012613922;0.006553562;0.002890748;0.019097485;0.034378527;0.036128125;0.034722728;0.028868438;0.076047534;0.048722928;0;0.010565869;0.020303825;0.035653858;0.040412497;0.036447994;0.12267063;0.013722514;0.024552234;0.017572421;0.027695615;0;0.408775927;0.348525369;0.038234165;0.008347251;0.038238079;0.206321596;0.031869722;0.024102717;0.024827071;0.031315843;0.033594029;0.031646192;0.064330022
311;33;16;BD7;BD3;2016;12/12/2016;R3;CX;argilosa;gateados;wgs84;EPSG:4326;NA;16;-50.82053057;-27.94472267;BV;FP;58;32;10;0;20;2.68;2.32;2.55;10.61546421;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.082174572;0.021591546;0.009355795;0;0.027593155;0.031812247;0.029537055;0.022109374;0.059815987;0.032730995;0;0;0.025490556;0.02691302;0.023510844;0.0251707;0.069818986;0.010430469;0.021903764;0.026924366;0.022091043;0;0.70251489;0.397830322;0.019159409;0.015849862;0.066495411;0.198373465;0.024251305;0.025532243;0.028895841;0.024421438;0.022692809;0.028301661;0.027008418
312;35;17;BD7;BD3;2016;12/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;17;-50.82418922;-27.94464615;BV;FP;55;27;18;0;20;4.21;3.31;3.77;10.40624619;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.031545718;0.012455981;0.003675769;0.04232329;0.039167026;0.049687744;0.040134057;0.0295274;0.073011028;0.060723525;0;0;0.038552828;0.040581282;0.039054836;0.038069713;0.090231853;0.0455353;0.03371733;0.038799027;0.047456128;0;0.590045598;0.384976526;0.051786095;0.014405726;0.054016137;0.278921783;0.030358109;0.031225551;0.012100039;0.044038327;0.027356688;0.036129049;0.06239534
313;37;18;BD7;BD3;2016;12/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;18;-50.82283807;-27.94412986;BV;FP;57;29;14;0;20;5.46;3.77;5.25;10.43420506;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.01486161;0.010832742;0.002674264;0.008100814;0.025300271;0.031516866;0.02462665;0.022127182;0.078365914;0.050306536;0;0;0.030057523;0.019213889;0.030263495;0.033853072;0.069084188;0.028032809;0.021980922;0.030224342;0.060454689;0;0.357987932;0.367336934;0.029125835;0.010971799;0.028805538;0.206208259;0.038445568;0.018629629;0.021267696;0.031419583;0.019051348;0.027558596;0.047824772
314;41;21;BD7;BD3;2016;12/12/2016;R3;CX;argilosa;gateados;wgs84;EPSG:4326;NA;21;-50.82556352;-27.94405209;BV;FP;43;45;12;0;20;3.12;2.84;3.01;10.25820446;Forestry;1549;14.2973175;15.84583378;54.16667175;19;0.028831006;0.004083503;0.003092186;0.013750005;0.018301049;0.027509935;0.021248044;0.022874306;0.043923135;0.032371005;0.024479872;0;0.020960249;0.020702457;0.020733754;0.025610369;0.06270553;0.011674418;0.020404846;0.022663543;0.001345895;0.024479872;0.337744414;0.388000488;0.022743243;0.006398069;0.029312276;0.148427778;0.018924415;0.02160625;0.02546952;0.027432516;0.023428963;0.02771766;0.037705822
315;43;22;BD7;BD3;2016;12/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;22;-50.821701;-27.94386659;BV;FP;48;39;13;0;20;3.96;3.42;3.59;10.49178791;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.015381349;0.005340004;0.001573876;0;0.026880503;0.035791817;0.029817476;0.029263323;0.05450497;0.043441692;0;0;0.011423398;0.030228962;0.029970911;0.029234829;0.090271369;0.031917417;0.030542351;0.03290275;0.046983721;0;0.366766897;0.401752086;0.03891542;0.015371338;0.039905835;0.211811005;0.019949236;0.024911072;0.017134166;0.033884732;0.023558578;0.034174235;0.052618791
316;45;23;BD7;BD3;2016;12/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;23;-50.81673933;-27.94385105;BV;FP;55;34;11;0;20;2.52;2.32;2.36;10.84999752;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.073760477;0.024343862;0.010353841;0.011720391;0.022466905;0.021403879;0.02794058;0.026260948;0.054160212;0.025354282;0;0.020023972;0.010252243;0.028774869;0.019200201;0.019037743;0.123912003;0.03050444;0.019879081;0.031058776;0.026702142;0;0.635106792;0.4615921;0.031677533;0.011708762;0.0668146;0.25080149;0.021533096;0.024191601;0.015377614;0.031579743;0.019640013;0.031712611;0.028502203
317;47;24;BD7;BD3;2016;12/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;24;-50.82242177;-27.94383142;BV;FP;43;43;14;0;20;4.31;3.71;3.95;10.43420506;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.016021137;0.007783831;0.001403842;0.025893708;0.026425706;0.035591537;0.02748361;0.030469222;0.07729197;0.041582093;0.029144725;0;0.031470872;0.031110593;0.031516866;0.037496653;0.067456331;0.03123164;0.022842719;0.026662532;0.076677251;0.029144725;0.340178997;0.348986851;0.033445386;0.008300924;0.035745255;0.185481037;0.020188185;0.025026543;0.020427021;0.032529476;0.025610465;0.035119692;0.051375996
318;49;25;BD7;BD3;2016;12/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;25;-50.82454779;-27.94355429;BV;FP;60;28;12;0;20;2.3;2.15;2.15;10.31616783;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.083483794;0.023035677;0.009924513;0;0.029815515;0.027065349;0.023009271;0.030411854;0.069759298;0.029180884;0;0.025864211;0.007390987;0.014671929;0.034939485;0.036698235;0.060418935;0.021347725;0.025536538;0.026374109;0.018108402;0;0.752001788;0.360872073;0.033457851;0.014917904;0.072533041;0.238851471;0.009704557;0.028222725;0.012933034;0.017963825;0.023355709;0.020029149;0.032314408
319;51;26;BD7;BD3;2016;13/12/2016;R3;GX;argilosa;gateados;wgs84;EPSG:4326;NA;26;-50.81707541;-27.94348138;BV;FP;42;48;10;0;20;3.87;3.48;3.54;10.88752747;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.034914528;0.00749919;0.003085529;0.009099775;0.018871449;0.023832693;0.019859784;0.02067784;0.055864313;0.029886775;0.010292579;0;0.01424054;0.019668771;0.022986939;0.027552439;0.087682998;0.025559323;0.019172965;0.020362527;0.022664695;0.010292579;0.380806851;0.415768309;0.025607615;0.005027957;0.048885038;0.224197097;0.017031635;0.015079105;0.018531364;0.021180973;0.014129155;0.024624343;0.042628922
320;54;27;BD7;BD3;2016;13/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;27;-50.81656828;-27.94340848;BV;FP;44;37;19;0;20;5.51;4.18;5.21;10.79057503;Forestry;1548;14.23313141;15.89583302;54.0575943;19.09999847;0.01183614;0.006443187;0.001308917;0.014122823;0.021770885;0.04085538;0.021623866;0.024686493;0.081480556;0.041830617;0.018654346;0;0.024756995;0.027804355;0.043779741;0.035036833;0.08922397;0.025398446;0.020585685;0.022792095;0.055553008;0.018654346;0.323193486;0.433793605;0.023254878;0.008895451;0.025119189;0.166340626;0.033770448;0.021442122;0.030084947;0.027832931;0.021868862;0.030368017;0.048243271
321;56;28;BD7;BD3;2016;13/12/2016;R3;RR;argilosa;gateados;wgs84;EPSG:4326;NA;28;-50.81923008;-27.94370088;BV;FP;58;31;11;0;20;6.68;4.93;6.12;10.84852314;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.013304793;0.009020414;0.003686291;0.02623562;0.045298416;0.066241249;0.039174324;0.027883282;0.081039068;0.082504415;0.023625456;0;0.046501504;0.042797692;0.066057795;0.06227274;0.140182377;0.041962417;0.040540988;0.032461625;0.056955682;0.023625456;0.385054458;0.468002318;0.041567184;0.018564629;0.037938165;0.22190264;0.052324666;0.022660915;0.032963441;0.057825966;0.030961164;0.058989685;0.104836025
322;58;29;BD7;BD3;2016;13/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;29;-50.81575614;-27.94277549;BV;FP;52;29;19;0;20;3.32;3.25;3.25;10.71965504;Forestry;1548;14.23313141;15.89583302;54.0575943;19.09999847;0.023849505;0.011945832;0.007028798;0.010080005;0.021489857;0.033547423;0.028808101;0.01740884;0.071112148;0.03838119;0;0;0.031669191;0.019187918;0.034634767;0.035789612;0.073181442;0.030206476;0.022607025;0.025841876;0.030072745;0;0.398853819;0.246493073;0.029284552;0.017966137;0.035066211;0.162299152;0.021303728;0.025873055;0.017642035;0.033021217;0.019429614;0.033435264;0.053298139
323;60;30;BD7;BD3;2016;13/12/2016;R3;RR;argilosa;gateados;wgs84;EPSG:4326;NA;30;-50.82226087;-27.94276598;BV;FP;55;29;16;0;20;2.74;3.02;2.58;10.38068295;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.057703973;0.029436184;0.02210602;0.010015587;0.036673116;0.023661782;0.027924423;0.037161261;0.050979468;0.035474917;0;0;0.036341771;0.024131194;0.025648636;0.032239696;0.071569235;0.004227339;0.026552542;0.016418378;0.03997479;0;0.700364256;0.381906376;0.036595151;0.013589765;0.066958059;0.209314239;0.029455796;0.034981528;0;0.033213888;0.029549734;0.0267736;0.044904949
324;62;31;BD7;BD3;2016;13/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;31;-50.8175352;-27.94268758;BV;FP;57;33;10;0;20;2.37;2.15;2.19;10.85426807;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.070641374;0.017958973;0.008244577;0.026893853;0.026574868;0.032704684;0.022398438;0.021596667;0.060726178;0.025856616;0;0;0.026216847;0.013776922;0.023234514;0.028201386;0.04999295;0.011019289;0.022923204;0.013776922;0.015545513;0;0.611557111;0.306458102;0.02918206;0.011584357;0.068466973;0.196955498;0.021973827;0.0262508;0.013904631;0.027236383;0.022152708;0.025703523;0.031283002
325;64;32;BD7;BD3;2016;13/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;32;-50.8241515;-27.9428316;BV;FP;53;32;15;0;20;3.36;3.19;2.98;10.25687504;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.065217878;0.027009796;0.015190834;0;0.055024713;0.039164333;0.039233024;0.052723615;0.074592604;0.047530043;0;0;0;0;0.022490003;0.034889938;0.093654951;0.019154794;0.047005396;0.021521944;0.003095975;0;0.851926109;0.38194522;0.044433328;0.014353744;0.067533486;0.266969255;0;0.042703675;0;0.049235432;0.044153601;0.037119361;0.069024289
326;67;33;BD7;BD3;2016;13/12/2016;R3;CX;argilosa;gateados;wgs84;EPSG:4326;NA;33;-50.81681256;-27.94262343;BV;FP;46;39;15;0;20;2.8;3.33;2.71;10.79057503;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.056210402;0.008944854;0.003138238;0.006982932;0.022945729;0.021000286;0.017295832;0.018142456;0.036341162;0.025018098;0;0;0.018809113;0.014883968;0.020527524;0.021664208;0.042754166;0.01360539;0.016502821;0.020350806;0.013105075;0;0.449361125;0.29234176;0.021159961;0.005589409;0.060812026;0.19053117;0.016043046;0.020812662;0.013820365;0.019516922;0.018682735;0.016825668;0.028354905
327;69;34;BD7;BD3;2016;13/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;34;-50.81493252;-27.94231399;BV;FP;50;35;15;0;20;5.03;6.21;4.73;10.62747192;Forestry;1548;14.23313141;15.89583302;54.0575943;19.09999847;0.041439983;0.017059656;0.005535887;0;0.030512493;0.040264514;0.031813994;0.029061972;0.090789929;0.049762202;0;0;0.035238887;0;0.041997839;0.052753772;0.128034247;0.02450539;0.035562138;0.03900295;0.043561886;0;0.675495799;0.354639271;0.048970664;0.015132374;0.062201408;0.252479953;0.048789047;0.03078791;0.04278928;0.036280612;0.034679774;0.042180232;0.070825949
328;71;35;BD7;BD3;2016;13/12/2016;R3;NV;muito argilosa;gateados;wgs84;EPSG:4326;NA;35;-50.82131597;-27.94248491;BV;FP;62;25;13;0;20;3.11;2.32;2.9;10.70824909;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.06329822;0.043528157;0.014695361;0;0.027538236;0.024352622;0.021723497;0.020440698;0.075436822;0.026396634;0;0.010650442;0.02069011;0.025147999;0.031362885;0.02195507;0.044418758;0.028802941;0.020624644;0.026466553;0.017744048;0;0.604711647;0.369543566;0.028512371;0.010570825;0.057395427;0.178174105;0.020790507;0.021977907;0.025488832;0.021343351;0.022508893;0.026803933;0.034128322
329;73;36;BD7;BD3;2016;13/12/2016;R3;RR;muito argilosa;gateados;wgs84;EPSG:4326;NA;36;-50.81800187;-27.94263404;BV;FP;63;25;12;0;20;2.57;2.61;2.33;10.86600208;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.10084658;0.021447611;0.01011203;0;0.011126817;0.027523776;0.028284844;0.020861884;0.06165789;0.031773696;0;0.00750188;0;0;0.020884338;0.026841815;0.056374447;0.024938358;0.023032596;0.01133706;0.030006667;0;0.837848235;0.332592162;0.025205509;0.013063571;0.092067856;0.154456515;0.013429266;0.024631753;0.003682489;0.02598342;0.025319652;0.030143555;0.032415454
330;77;38;BD7;BD3;2016;13/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;38;-50.81794294;-27.94201107;BV;FP;55;29;16;0;20;2.52;3.36;2.08;10.83182621;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.059214466;0.022551966;0.013224788;0;0.026263475;0.027224235;0.025219081;0.015978232;0.048844576;0.033627122;0;0;0.020859346;0.01039433;0.019257717;0.021021355;0.06087988;0.009005408;0.027459776;0.019390865;0.020787078;0;0.575930305;0.444524175;0.032267219;0.00982546;0.062170639;0.151697267;0.034092971;0.023003199;0.026073747;0.026100372;0.021707412;0.026205069;0.037473949
331;79;39;BD7;BD3;2016;13/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;39;-50.82817833;-27.94194298;BV;FP;57;31;12;0;20;3.74;3.31;3.47;9.995182037;Forestry;1549;14.2973175;15.84583378;54.16667175;19;0.024848057;0.006290727;0.005275619;0;0.022357746;0.033505298;0.028456373;0.03227396;0.047123535;0.04833279;0;0.013296762;0.037503102;0.021964877;0.042992247;0.031483;0.105095954;0;0.036438415;0.038608348;0.039105729;0;0.533513774;0.496499301;0.051182034;0.009119454;0.047438392;0.264733706;0.037798821;0.024528837;0.006649432;0.037017366;0.025384527;0.03738893;0.060777367
332;81;40;BD7;BD3;2016;13/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;40;-50.81678325;-27.94191926;BV;FP;50;35;15;0;20;3.22;3.77;3.23;10.73740768;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.019943198;0.004772791;0.002714145;0.002020202;0;0.028675043;0.02621903;0.016486046;0.061587677;0.028715519;0;0;0;0;0.032382295;0.033945271;0.065989116;0;0.028770859;0.036787411;0.018394892;0;0.318714317;0.375207073;0.040988161;0.007803004;0.033668962;0.176609278;0;0.024211999;0;0.02456989;0.022700153;0.028791918;0.042611952
333;83;41;BD7;BD3;2016;13/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;41;-50.82805752;-27.94184353;BV;FP;58;31;11;0;20;3.89;2.84;3.67;9.995182037;Forestry;1549;14.2973175;15.84583378;54.16667175;19;0.028245554;0.009510597;0.005622157;0;0.018016757;0.02665747;0.027657071;0.023817223;0.064278047;0.039821001;0;0;0.014253671;0.021228354;0.025853399;0.025201831;0.059588105;0.030002228;0.024642835;0.025344371;0.021021355;0;0.441342797;0.315546204;0.052541614;0.0106424;0.047048391;0.243802615;0.018752144;0.030467201;0.019598152;0.027744365;0.02583265;0.029978653;0.04520311
334;85;42;BD7;BD3;2016;13/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;42;-50.81890802;-27.9417686;BV;FP;57;27;16;0;20;2.91;2.55;2.78;10.82187843;Forest;1546;14.1824894;15.9333334;54.29824448;19;0.060284052;0.034870073;0.03186906;0.009979413;0.020433124;0.029999757;0.021194814;0.025665014;0.039125558;0.028074766;0.014869487;0;0.025282689;0.003360718;0.021717573;0.029206016;0.06894584;0.029563473;0.019945979;0.027175767;0.028854722;0.014869487;0.638453855;0.360999924;0.031379008;0.009537826;0.052088941;0.165026284;0.020859346;0.034389713;0.028666149;0.029814388;0.026301711;0.030050707;0.031747703
335;87;43;BD7;BD3;2016;13/12/2016;R3;NV;muito argilosa;gateados;wgs84;EPSG:4326;NA;43;-50.81434378;-27.94182572;BV;FP;61;26;13;0;20;2.6;2.96;2.59;10.62747192;Forestry;1548;14.23313141;15.89583302;54.0575943;19.09999847;0.084533447;0.153570361;0.046510911;0.025752712;0.021655137;0;0.020973695;0.016467075;0.050689981;0.0252018;0;0;0.027860521;0.029202958;0;0.012838156;0.037650076;0.023361034;0.022983889;0.014723533;0.021965996;0;0.770845093;0.323459692;0.032619031;0.012673587;0.069148166;0.156095606;0.013349822;0.028088361;0.01807716;0.016208439;0.025263749;0.016267031;0.029966377
336;89;44;BD7;BD3;2016;13/12/2016;R3;RR;muito argilosa;gateados;wgs84;EPSG:4326;NA;44;-50.82312767;-27.94170187;BV;FP;61;26;13;0;20;3.05;3.36;3.03;10.28474045;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.082193394;0.005264722;0.003003276;0;0.026473609;0.042672534;0.026813963;0.022469963;0.048553771;0.043997605;0;0;0.010935611;0.036852706;0.031274629;0.043289601;0.059739569;0.041161884;0.032005327;0.028934846;0.034998761;0;0.817509509;0.570475474;0.051922873;0.015181339;0.075935587;0.226531368;0.027442271;0.04024015;0.017495561;0.036300684;0.025311997;0.031721083;0.052128623
337;91;45;BD7;BD3;2016;13/12/2016;R3;RR;muito argilosa;gateados;wgs84;EPSG:4326;NA;45;-50.8166807;-27.94245174;BV;FP;61;28;11;0;20;3.58;3.71;3.54;10.73740768;Forestry;1546;14.1824894;15.9333334;54.29824448;19;0.030922844;0.018582113;0.008203324;0;0.01544403;0.043440044;0.034276405;0.022083459;0.069058286;0.033700475;0.025354883;0;0.037013181;0.013008477;0.037658296;0.042074945;0.062784342;0.033837802;0.028662053;0.019682188;0;0.025354883;0.508861722;0.508359145;0.040089857;0.02263031;0.061313834;0.202969482;0.020303825;0.034892728;0.002188184;0.033473031;0.035812403;0.036055172;0.043914522
338;93;46;BD7;BD3;2016;13/12/2016;R3;NV;muito argilosa;gateados;wgs84;EPSG:4326;NA;46;-50.82820916;-27.94173539;BV;FP;63;30;7;0;20;3.89;4.47;3.36;9.995182037;Forestry;1549;14.2973175;15.84583378;54.16667175;19;0.038559464;0.005481425;0.005968052;0;0.021496286;0.039330045;0.02189444;0.031292854;0.040282462;0.026744279;0.028085435;0;0.022868251;0.019134653;0.031270674;0.028236572;0.084881765;0.019598152;0.022511966;0.029212622;0.005179858;0.028085435;0.466204175;0.652234917;0.03174737;0.009680808;0.047956948;0.222443993;0.03021286;0.024109734;0.026393604;0.02643589;0.030018063;0.030793158;0.046656752
339;95;47;BD7;BD3;2016;13/12/2016;R3;CX;muito argilosa;gateados;wgs84;EPSG:4326;NA;47;-50.81896922;-27.9416423;BV;FP;61;31;8;0;20;2.16;1.97;2.18;10.78303719;Forestry;1548;14.42459202;15.84583282;54.296875;19.20000076;0.093784737;0.102325797;0.099912877;0.028786279;0.014675516;0;0.023350457;0.023006086;0.050974186;0.025122338;0.01906936;0;0.016147983;0.03048293;0.018406974;0.012838156;0.041767515;0.00667557;0.020665149;0.027741815;0.022561189;0.01906936;0.768530689;0.428786886;0.031581211;0.013715524;0.079329952;0.169092664;0.026609289;0.033131475;0.020991937;0.023075947;0.026980719;0.026827856;0.032263144
340;97;48;BD7;BD3;2016;13/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;48;-50.82800734;-27.94143723;BV;FP;55;34;11;0;20;4.43;5.92;3.96;9.953397751;Forestry;1551;14.16851425;15.83749962;54.49389267;19.09999847;0.019075815;0.00361971;0.00353324;0;0.017621166;0.045540322;0.035372673;0.027970089;0.04772062;0.049334139;0;0;0.044632039;0;0.043691791;0.039290922;0.11500354;0;0.033617357;0.015180741;0.064821494;0;0.473262425;1.238080849;0.048978735;0.00977518;0.050118266;0.178964362;0.049057647;0.046460313;0;0.044844232;0.035296241;0.042571068;0.070419281
341;99;49;BD7;BD3;2016;13/12/2016;R3;NV;muito argilosa;gateados;wgs84;EPSG:4326;NA;49;-50.81902027;-27.94150696;BV;FP;64;27;9;0;20;2.24;2.67;1.87;10.78303719;Forestry;1548;14.42459202;15.84583282;54.296875;19.20000076;0.096482972;0.047327034;0.042488462;0.003159004;0.022770749;0.010884595;0.022713991;0.016252964;0.03714727;0.024929623;0.009386178;0.003119585;0.025758772;0.004814123;0.023411387;0.03222349;0.05130478;0.027999285;0.02165523;0.014533326;0.021861637;0.009386178;0.838336403;0.392570852;0.029079869;0.013280511;0.063561378;0.148799636;0.019760187;0.018028234;0.006459951;0.020970368;0.023395915;0.026333371;0.031778958
342;104;53;BD7;BD3;2016;13/12/2016;R3;OX;argilosa;gateados;wgs84;EPSG:4326;NA;53;-50.8240017;-27.94117941;BV;FP;49;36;15;0;20;11.29;5.68;9.89;10.19735432;Forestry;1548;14.42459202;15.84583282;54.296875;19.20000076;0.020647942;0.52051379;0.191300055;0.024042992;0.035933757;0.06953172;0.027307417;0.020267147;0.063497774;0.075030354;0.013249589;0.011674418;0.028702437;0.027267498;0.082588616;0.064489081;0.153849582;0.026641338;0.021946586;0.026292375;0.018427641;0.013249589;0.385907838;1.185145739;0.037105879;0.008648232;0.039974385;0.21294668;0.042384999;0.024566885;0.028853621;0.047530043;0.021342374;0.04510144;0.111023582
343;106;54;BD7;BD3;2016;14/12/2016;R3;CX;muito argilosa;gateados;wgs84;EPSG:4326;NA;54;-50.81291284;-27.94105646;BV;FP;64;27;9;0;20;3.1;3.42;2.78;10.55690479;Agr/Past;1549;14.35357094;15.84583282;54.296875;19.20000076;0.108187166;0.032723203;0.021272076;0;0.03493098;0.029482293;0.030511448;0.029125509;0.040476383;0.029061202;0;0;0.0101787;0.024228639;0.004513543;0.038006167;0.067581862;0.03169296;0.03114069;0.037126972;0.036366549;0;0.825553965;0.841950788;0.039636935;0.019883997;0.084346139;0.241319094;0.01901678;0.026738164;0.016284693;0.035048736;0.027541988;0.032997002;0.040300708
344;110;56;BD7;BD3;2016;14/12/2016;R3;OX;muito argilosa;gateados;wgs84;EPSG:4326;NA;56;-50.82374785;-27.94100756;BV;FP;63;28;9;0;20;12.53;5.51;11.43;10.26546192;Forestry;1548;14.42459202;15.84583282;54.296875;19.20000076;0.005886942;0.010609383;0.004454109;0.018223271;0.035612161;0.048939222;0.019918746;0.018530569;0.056757876;0.051548191;0.011549324;0.011490343;0.021501907;0.025923497;0.037375213;0.040993983;0.113512039;0.017865113;0.019154749;0.022318988;0.022709393;0.011549324;0.250200074;0.716848571;0.036825203;0.017608212;0.022642202;0.241498388;0.028156401;0.002910738;0.021579243;0.038746003;0.017702555;0.036982276;0.060620105
345;112;57;BD7;BD3;2016;14/12/2016;R3;NV;argilosa;gateados;wgs84;EPSG:4326;NA;57;-50.81977468;-27.94079479;BV;FP;55;40;5;0;20;7.34;4.93;6.49;10.7194767;Forestry;1548;14.42459202;15.84583282;54.296875;19.20000076;0.032728369;0.005403051;0.002717437;0.020870455;0.021468433;0.035470791;0.017116831;0.01670938;0.043054215;0.030873905;0.002586951;0;0.025427078;0.02324093;0.040692077;0.031974705;0.100323625;0.020107769;0.020265691;0.021912796;0.02022966;0.002586951;0.37092566;0.65819827;0.034145553;0.007584606;0.044767589;0.214305049;0.022928724;0.022486827;0.022314249;0.032839384;0.018680001;0.029228631;0.032978836
346;114;58;BD7;BD3;2016;14/12/2016;R3;RL;argilosa;gateados;wgs84;EPSG:4326;NA;58;-50.81764003;-27.94079198;BV;FP;51;32;17;0;20;3.43;3.07;2.84;10.70083523;Forestry;1548;14.42459202;15.84583282;54.296875;19.20000076;0.031837523;0.00933731;0.003095309;0;0.033776036;0.056467009;0.041372438;0.04688047;0.040885977;0.056248693;0;0.002881844;0.011198222;0;0.054896158;0.050615548;0.097902098;0.047719386;0.042233172;0.046607347;0;0;0.561250696;0.679265425;0.060790988;0.022958944;0.068377087;0.185216335;0.029826517;0.037104801;0.019594151;0.042355827;0.04093627;0.042650889;0.068450152
347;116;59;BD7;BD3;2016;14/12/2016;R3;CX;argilosa;gateados;wgs84;EPSG:4326;NA;59;-50.82394256;-27.94066477;BV;FP;49;46;5;0;20;7.15;5.45;6.81;10.25373173;Forest;1548;14.42459202;15.84583282;54.296875;19.20000076;0.048908414;0.030968564;0.006850363;0.023234409;0.032080351;0.052583632;0.020257143;0.024341895;0.064655254;0.062237537;0;0.02316289;0.024644445;0.023656244;0.052128623;0.049195947;0.161904762;0.02404588;0.019505085;0.018870774;0.020549159;0;0.57498833;0.854399485;0.035809334;0.009447714;0.059231212;0.355352233;0.037617576;0.015837677;0.026648357;0.040366353;0.009878596;0.043866372;0.086630503
